act,,71,EBDEN ST,,,AINSLIE,2602,LA,,,25/05/2017,,Independent Property Group,,,
act,,42,CHISHOLM ST,,,AINSLIE,2602,HO,,,27/05/2017,,Blue Property Marketing,3,2,2
act,,117,DUFFY ST,,,AINSLIE,2602,LA,,,25/05/2017,,Independent Property Group,,,
act,,54,RAYMOND PL,,,AINSLIE,2602,HO,,,27/05/2017,,LJ Hooker Dickson,3,2,
act,,4,GEEHI PL,,,AMAROO,2914,HO,,,27/05/2017,,Peter Blackshaw Real Estate Gungahlin,4,2,2
act,,14,HEATHERDALE ST,,,AMAROO,2914,HO,,,27/05/2017,,Ray White Belconnen,4,2,2
act,,92,BANDJALONG CR,,,ARANDA,2614,HO,,,27/05/2017,,Ray White Belconnen,4,2,1
act,,17,JAGARA ST,,,ARANDA,2614,HO,,,27/05/2017,,Blue Property Marketing,4,2,2
act,,18,MABO BVD,,,BONNER,2914,HO,,,27/05/2017,,Peter Blackshaw Gungahlin,4,2,
act,,79,BIEUNDURRY ST,,,BONNER,2914,HO,,,27/05/2017,,luton properties,,,
act,37,121,THYNNE ST,,,BRUCE,2617,UN,,,27/05/2017,,LJ Hooker Belconnen,4,3,
act,,13,NORMAN FISHER CCT,,,BRUCE,2617,HO,,,27/05/2017,,L J Hooker Manuka,4,2,2
act,51,31,THYNNE ST,,,BRUCE,2617,HO,,,25/05/2017,,peter blackshaw real estate manuka,1,1,1
act,,35,GODFREY ST,,,CAMPBELL,2612,LA,,,25/05/2017,,Independent Property Group,,,
act,,11,YABSLEY PL,,,CHARNWOOD,2615,HO,,,27/05/2017,,luton properties,,,
act,,22,NINA JONES CR,,,CHISHOLM,2905,HO,,,27/05/2017,,Peter Blackshaw real estate tuggeranong,3,1,
act,98,66,ALLARA ST,,,CITY,2601,UN,,,27/05/2017,,lj hooker canberra city,2,2,1
act,,36,JANE PRICE CR,,,CONDER,2906,HO,,,27/05/2017,,Independent Property Group Belconnen,4,2,
act,,14,KUMM PL,,,COOK,2614,HO,,,27/05/2017,,Ray White Belconnen,3,1,1
act,,63,LANGTREE CR,,,CRACE,2911,HO,,,27/05/2017,,LJ Hooker Gungahlin,4,3,2
act,,26,COLLIER ST,,,CURTIN,2605,HO,,,27/05/2017,,PETER BLACKSHAW REAL ESTATE WODEN & WESTON CREEK,3,2,2
act,69,3,WADDELL PL,,,CURTIN,2605,UN,,,27/05/2017,,LJ Hooker Gungahlin,1,1,
act,,25,KENNERLEY ST,,,CURTIN,2605,LA,,,23/05/2017,,CIVIUM PROPERTY GROUP,,,
act,,4,DENHAM PL,,,CURTIN,2605,HO,,,27/05/2017,,Peter Blackshaw Woden / Weston Creek,5,2,2
act,,79,COWPER ST,,,DICKSON,2602,HO,,,27/05/2017,,Independent Property Group Belconnen,3,2,1
act,,6,MARSDEN ST,,,DICKSON,2602,HO,,,25/05/2017,,PRD Nationwide Braddon,4,2,2
act,10,90,BLACKET ST,,,DOWNER,2602,UN,,,25/05/2017,,,1,1,2
act,,71,DIXON DR,,,DUFFY,2611,LA,,,23/05/2017,,CIVIUM PROPERTY GROUP,,,
act,,12,TANTANGARA ST,,,DUFFY,2611,LA,,,23/05/2017,,CIVIUM PROPERTY GROUP,,,
act,,21,DIXON DR,,,DUFFY,2611,LA,,,23/05/2017,,CIVIUM PROPERTY GROUP,,,
act,,51,MIRROOL ST,,,DUFFY,2611,LA,,,23/05/2017,,CIVIUM PROPERTY GROUP,,,
act,,9,TULLAROOP ST,,,DUFFY,2611,LA,,,23/05/2017,,CIVIUM PROPERTY GROUP,,,
act,,16,FITTON CL,,,DUNLOP,2615,HO,,,27/05/2017,,LJ Hooker Belconnen,5,2,
act,,49,BADENOCH CR,,,EVATT,2617,LA,,,25/05/2017,,Independent Property Group,,,
act,,30,DOOKIE ST,,,FARRER,2607,LA,,,23/05/2017,,CIVIUM PROPERTY GROUP,,,
act,,8,OLLIFF PL,,,FARRER,2607,HO,,,27/05/2017,,PETER BLACKSHAW  WODEN / WESTON CREEK,4,1,
act,,5,HAWKESBURY CR,,,FARRER,2607,LA,,,23/05/2017,,CIVIUM PROPERTY GROUP,,,
act,,23,WOODGATE ST,,,FARRER,2607,LA,,,23/05/2017,,CIVIUM PROPERTY GROUP,,,
act,,12,WOODGATE ST,,,FARRER,2607,LA,,,23/05/2017,,CIVIUM PROPERTY GROUP,,,
act,,6,BARBER CR,,,FLYNN,2615,LA,,,24/05/2017,,INDEPENDENT PROJECTS,,,
act,,41,WILKINSON ST,,,FLYNN,2615,LA,,,24/05/2017,,INDEPENDENT PROJECTS,,,
act,,20,WILKINSON ST,,,FLYNN,2615,LA,,,24/05/2017,,INDEPENDENT PROJECTS,,,
act,,7,SPALDING ST,,,FLYNN,2615,LA,,,24/05/2017,,INDEPENDENT PROJECTS,,,
act,,7,NEWLAND ST,,,FLYNN,2615,LA,,,24/05/2017,,INDEPENDENT PROJECTS,,,
act,,4,BINGLE ST,,,FLYNN,2615,LA,,,24/05/2017,,INDEPENDENT PROJECTS,,,
act,,10,HEDLAND CCT,,,FLYNN,2615,LA,,,24/05/2017,,Independent Property Group,,,
act,,49,VICKERS CR,,,FLYNN,2615,HO,,,27/05/2017,,Peter Blackshaw Manuka,4,,
act,,5,HOMANN PL,,,FLYNN,2615,HO,,,27/05/2017,,LJ Hooker Kaleen,5,2,2
act,,25,HUELIN CCT,,,FLYNN,2615,LA,,,24/05/2017,,INDEPENDENT PROJECTS,,,
act,,49,SPALDING ST,,,FLYNN,2615,LA,,,24/05/2017,,INDEPENDENT PROJECTS,,,
act,,22,LOVE ST,,,FLYNN,2615,LA,,,24/05/2017,,INDEPENDENT PROJECTS,,,
act,,43,CRAWFORD CR,,,FLYNN,2615,LA,,,24/05/2017,,INDEPENDENT PROJECTS,,,
act,,27,BLACKWELL CCT,,,FLYNN,2615,HO,,,27/05/2017,,LJ Hooker Dickson,3,1,2
act,,17,BLIZZARD CCT,,,FORDE,2914,HO,,,27/05/2017,,Premier Capital Properties,7,2,
act,,19,PATRICK WHITE CCT,,,FRANKLIN,2913,HO,,,27/05/2017,,luton properties,,,
act,,1,EDDISON PL,,,FRASER,2615,LA,,,25/05/2017,,Independent Property Group,,,
act,,12,BINGLEY CR,,,FRASER,2615,LA,,,25/05/2017,,Independent Property Group,,,
act,,21,ROGERS ST,,,FRASER,2615,LA,,,25/05/2017,,Independent Property Group,,,
act,,32,KERRIGAN ST,,,FRASER,2615,LA,,,25/05/2017,,Independent Property Group,,,
act,,35,DUNBAR ST,,,FRASER,2615,LA,,,25/05/2017,,Independent Property Group,,,
act,,1,OGILVIE PL,,,GARRAN,2605,HO,,,27/05/2017,,Philip Kouvelis Real Estate,4,2,2
act,,5,STEPHENS PL,,,GARRAN,2605,UN,,,25/05/2017,,MCGRATH DICKSON,4,3,3
act,,7,BONWICK PL,,,GARRAN,2605,HO,,,27/05/2017,,Cream Residential,3,2,2
act,,4,HAIN PL,,,GILMORE,2905,HO,,,24/05/2017,,luton properties,,,
act,,110,BARACCHI CR,,,GIRALANG,2617,LA,,,25/05/2017,,Independent Property Group,,,
act,,96,CANOPUS CR,,,GIRALANG,2617,LA,,,25/05/2017,,Independent Property Group,,,
act,,6,CALLAWAY CR,,,GORDON,2906,HO,,,27/05/2017,,Luton Properties Weston Creek and Molonglo Valley,4,3,
act,,27,TESSELAAR ST,,,GUNGAHLIN,2912,HO,,,27/05/2017,,Harcourts Brindabella,4,2,
act,,31,HEDLEY ST,,,HACKETT,2602,LA,,,25/05/2017,,Independent Property Group,,,
act,,23,STANLEY ST,,,HACKETT,2602,HO,,,27/05/2017,,McGrath - Dickson,2,1,
act,,4,FRENCH ST,,,HACKETT,2602,HO,,,27/05/2017,,luton properties,,,
act,,8,PALMER ST,,,HALL,2618,LA,,,25/05/2017,,Independent Property Group,,,
act,,6,LOFTUS ST,,,HALL,2618,LA,,,25/05/2017,,Independent Property Group,,,
act,,18,GIBBES ST,,,HALL,2618,LA,,,25/05/2017,,Independent Property Group,,,
act,1,15,KATOOMBA ST,,,HARRISON,2914,HO,,,27/05/2017,,LJ Hooker Kaleen,5,3,
act,,30,CEDAR ST,,,HARRISON,2914,HO,,,27/05/2017,,Ray White Belconnen,4,2,2
act,,9,CUDGEWA LA,,,HARRISON,2914,HO,,,27/05/2017,,luton properties,4,2,3
act,,17,WALLAMAN ST,,,HARRISON,2914,HO,,,27/05/2017,,LJ Hooker Gungahlin,4,2,
act,,34,CASTIEAU ST,,,HIGGINS,2615,HO,,,27/05/2017,,luton properties,,,
act,,31,WILLIAMSON ST,,,HOLDER,2611,LA,,,23/05/2017,,CIVIUM PROPERTY GROUP,,,
